stop_pattern_id,stop_id,stop_sequence,timepoint
852_0_20240211,8057,26,0
852_0_20240211,8055,27,0
852_0_20240211,8054,28,0
852_0_20240211,8053,29,0
852_0_20240211,8052,30,1
852_1_20240211,9051,0,1
852_1_20240211,9052,1,0
852_1_20240211,9053,2,0
852_1_20240211,9054,3,0
852_1_20240211,9055,4,0
852_1_20240211,9056,5,0
852_1_20240211,9057,6,0
852_1_20240211,9058,7,0
852_1_20240211,9059,8,0
852_1_20240211,9060,9,0
852_1_20240211,9061,10,0
852_1_20240211,9062,11,0
852_1_20240211,9063,12,0
852_1_20240211,9064,13,0
852_1_20240211,8074,14,0
852_1_20240211,8075,15,0
852_1_20240211,8077,16,0
852_1_20240211,8081,17,0
852_1_20240211,8079,18,0
852_1_20240211,8080,19,0
852_1_20240211,9113,20,0
852_1_20240211,9114,21,0
852_1_20240211,9115,22,0
852_1_20240211,9101,23,0
852_1_20240211,9102,24,0
852_1_20240211,8122,25,0
852_1_20240211,8120,26,1
852_1_20240211,8118,27,0
852_1_20240211,9135,28,1
852_1_20240211,9136,29,1
852_1_20240211,8165,30,0
852_1_20240211,8164,31,0
852_1_20240211,8163,32,0
852_1_20240211,8161,33,1
852_1_20240211,8159,34,1
852_1_20240211,8158,35,0
852_1_20240211,8156,36,1
852_1_20240211,8152,37,1
149_0_20240211,8165,0,1
149_0_20240211,8164,1,0
149_0_20240211,8163,2,0
149_0_20240211,8161,3,0
149_0_20240211,9115,4,1
149_0_20240211,9117,5,0
149_0_20240211,9150,6,1
149_0_20240211,9134,7,0
149_0_20240211,9137,8,1
149_0_20240211,9875,9,0
149_0_20240211,9876,10,0
149_0_20240211,9139,11,0
149_0_20240211,9141,12,0
149_0_20240211,9150,13,1
149_0_20240211,8117,14,0
149_0_20240211,8116,15,0
149_0_20240211,8115,16,1
149_0_20240211,9131,17,0
149_0_20240211,9132,18,0
149_0_20240211,9135,19,0
149_0_20240211,9136,20,0
149_0_20240211,8165,21,1
508_1_20240211,1566,0,1
508_1_20240211,1568,1,0
508_1_20240211,1570,2,0
508_1_20240211,1572,3,0
508_1_20240211,1574,4,0
508_1_20240211,1576,5,0
508_1_20240211,1578,6,0
508_1_20240211,1519,7,1
508_1_20240211,1596,8,1
508_1_20240211,1183,9,0
508_1_20240211,1177,10,1
28_1_20240211,7298,0,1
28_1_20240211,7297,1,0
28_1_20240211,7296,2,0
28_1_20240211,7295,3,0
28_1_20240211,7294,4,0
28_1_20240211,7292,5,0
28_1_20240211,7291,6,0
28_1_20240211,7290,7,0
28_1_20240211,7289,8,0
28_1_20240211,7288,9,0
28_1_20240211,7287,10,0
28_1_20240211,7285,11,0
28_1_20240211,7284,12,0
28_1_20240211,7283,13,0
28_1_20240211,7282,14,0
28_1_20240211,7281,15,0
28_1_20240211,7036,16,1
28_1_20240211,7310,17,1
508_0_20240211,1177,0,1
508_0_20240211,1183,1,0
508_0_20240211,1500,2,0
508_0_20240211,1630,3,0
508_0_20240211,1517,4,0
508_0_20240211,1518,5,0
508_0_20240211,1520,6,0
508_0_20240211,1522,7,0
508_0_20240211,1524,8,0
508_0_20240211,1526,9,0
508_0_20240211,1528,10,0
508_0_20240211,1530,11,1
81_0_20240211,6010,0,1
81_0_20240211,7013,1,0
81_0_20240211,7012,2,0
81_0_20240211,5000,3,1
81_0_20240211,5002,4,0
81_0_20240211,5515,5,0
81_0_20240211,5006,6,0
81_0_20240211,5008,7,0
81_0_20240211,5010,8,0
81_0_20240211,5012,9,0
81_0_20240211,5014,10,0
81_0_20240211,5111,11,1
81_0_20240211,5112,12,0
81_0_20240211,5113,13,0
81_0_20240211,9099,14,0
81_0_20240211,9002,15,0
81_0_20240211,9003,16,0
81_0_20240211,9004,17,0
81_0_20240211,9005,18,1
81_0_20240211,9017,19,0
81_0_20240211,9018,20,0
81_0_20240211,9019,21,0
81_0_20240211,9020,22,0
81_0_20240211,9151,23,0
81_0_20240211,9152,24,0
81_0_20240211,9730,25,0
81_0_20240211,9731,26,0
81_0_20240211,9732,27,0
81_0_20240211,9733,28,0
81_0_20240211,9735,29,0
81_0_20240211,9736,30,0
81_0_20240211,9837,31,0
81_0_20240211,9838,32,1
81_0_20240211,9839,33,0
81_0_20240211,9840,34,0
81_0_20240211,9841,35,0
81_0_20240211,9842,36,0
81_0_20240211,9843,37,0
81_0_20240211,9844,38,0
81_0_20240211,9845,39,0
81_0_20240211,9846,40,0
81_0_20240211,9847,41,0
81_0_20240211,9848,42,0
81_0_20240211,9849,43,0
81_0_20240211,8862,44,0
81_0_20240211,9851,45,0
81_0_20240211,9852,46,0
81_0_20240211,9853,47,0
81_0_20240211,9854,48,0
81_0_20240211,9855,49,0
81_0_20240211,9856,50,0
81_0_20240211,9857,51,0
81_0_20240211,9858,52,1
704_0_20240211,6011,0,1
704_0_20240211,5016,1,1
N2_0_20240211,5513,0,1
N2_0_20240211,5514,1,0
N2_0_20240211,5516,2,1
N2_0_20240211,6212,3,0
N2_0_20240211,6213,4,0
N2_0_20240211,6214,5,0
N2_0_20240211,6215,6,0
N2_0_20240211,6216,7,0
N2_0_20240211,6217,8,0
N2_0_20240211,6557,9,0
N2_0_20240211,6558,10,0
N2_0_20240211,6559,11,0
N2_0_20240211,6530,12,0
N2_0_20240211,6531,13,0
N2_0_20240211,6532,14,0
N2_0_20240211,6533,15,0
N2_0_20240211,6534,16,0
N2_0_20240211,6535,17,0
N2_0_20240211,6218,18,0
N2_0_20240211,6219,19,0
N2_0_20240211,6220,20,0
N2_0_20240211,6221,21,0
N2_0_20240211,6222,22,0
N2_0_20240211,6223,23,0
N2_0_20240211,6224,24,1
N2_0_20240211,6027,25,0
N2_0_20240211,6028,26,0
N2_0_20240211,6080,27,0
N2_0_20240211,6081,28,1
N2_0_20240211,6234,29,0
N2_0_20240211,6235,30,0
N2_0_20240211,6236,31,0
N2_0_20240211,7240,32,0
N2_0_20240211,7239,33,0
N2_0_20240211,7238,34,0
N2_0_20240211,6272,35,0
N2_0_20240211,6273,36,0
N2_0_20240211,6274,37,0
N2_0_20240211,7232,38,0
N2_0_20240211,6086,39,0
N2_0_20240211,6032,40,0
N2_0_20240211,6033,41,0
N2_0_20240211,6034,42,0
N2_0_20240211,6091,43,0
N2_0_20240211,6092,44,0
N2_0_20240211,6093,45,0
N2_0_20240211,6094,46,0
N2_0_20240211,6095,47,0
N2_0_20240211,6096,48,0
N2_0_20240211,6097,49,0
N2_0_20240211,6098,50,0
N2_0_20240211,6099,51,0
N2_0_20240211,7099,52,0
N2_0_20240211,7098,53,0
N2_0_20240211,7097,54,0
N2_0_20240211,7096,55,0
N2_0_20240211,7295,56,0
N2_0_20240211,7294,57,0
N2_0_20240211,7300,58,0
N2_0_20240211,7301,59,0
N2_0_20240211,6036,60,0
N2_0_20240211,6037,61,0
N2_0_20240211,6038,62,0
N2_0_20240211,6039,63,0
N2_0_20240211,6040,64,0
N2_0_20240211,6041,65,0
N2_0_20240211,6042,66,0
N2_0_20240211,7042,67,1
81_1_20240211,8858,0,1
81_1_20240211,8857,1,0
81_1_20240211,8856,2,0
81_1_20240211,8855,3,0
81_1_20240211,8854,4,0
81_1_20240211,8853,5,0
81_1_20240211,8852,6,0
81_1_20240211,8851,7,0
81_1_20240211,8850,8,0
81_1_20240211,8849,9,0
81_1_20240211,8848,10,0
81_1_20240211,8847,11,0
81_1_20240211,8846,12,0
81_1_20240211,8845,13,0
81_1_20240211,8844,14,0
81_1_20240211,8843,15,0
81_1_20240211,8842,16,0
81_1_20240211,8841,17,0
81_1_20240211,8840,18,0
81_1_20240211,8839,19,0
81_1_20240211,8838,20,1
81_1_20240211,8737,21,0
81_1_20240211,8735,22,0
81_1_20240211,8734,23,0
81_1_20240211,8733,24,0
81_1_20240211,8732,25,0
81_1_20240211,8731,26,0
81_1_20240211,8730,27,0
81_1_20240211,8021,28,0
81_1_20240211,8020,29,0
81_1_20240211,8019,30,0
81_1_20240211,8018,31,0
81_1_20240211,8017,32,0
81_1_20240211,8006,33,0
81_1_20240211,8005,34,1
81_1_20240211,8004,35,0
81_1_20240211,9098,36,0
81_1_20240211,4113,37,0
81_1_20240211,5500,38,1
81_1_20240211,5502,39,0
81_1_20240211,5506,40,0
81_1_20240211,5508,41,0
81_1_20240211,5510,42,0
81_1_20240211,5513,43,0
81_1_20240211,5514,44,0
81_1_20240211,5516,45,1
81_1_20240211,6012,46,0
81_1_20240211,6013,47,0
81_1_20240211,6010,48,1
682_0_20240211,3808,0,1
682_0_20240211,3825,1,0
682_0_20240211,3839,2,1
682_0_20240211,3836,3,0
682_0_20240211,3000,4,0
682_0_20240211,3200,5,0
682_0_20240211,3202,6,0
682_0_20240211,3204,7,0
682_0_20240211,3206,8,0
682_0_20240211,3208,9,0
682_0_20240211,3210,10,0
682_0_20240211,3238,11,0
682_0_20240211,3240,12,0
682_0_20240211,3242,13,0
682_0_20240211,3244,14,0
682_0_20240211,3246,15,0
682_0_20240211,3080,16,1
201_0_20240211,1855,0,1
201_0_20240211,1856,1,0
201_0_20240211,1880,2,0
201_0_20240211,1881,3,0
201_0_20240211,1883,4,0
201_0_20240211,1885,5,0
201_0_20240211,1886,6,0
201_0_20240211,1890,7,1
201_0_20240211,1891,8,0
201_0_20240211,1892,9,0
201_0_20240211,1893,10,0
201_0_20240211,1894,11,0
201_0_20240211,1895,12,0
201_0_20240211,1897,13,0
201_0_20240211,1898,14,0
201_0_20240211,1899,15,0
201_0_20240211,1884,16,0
201_0_20240211,1951,17,0
201_0_20240211,1952,18,0
201_0_20240211,1954,19,0
201_0_20240211,1953,20,0
201_0_20240211,1855,21,1
935_1_20240211,8511,0,1
935_1_20240211,8510,1,0
935_1_20240211,8509,2,0
935_1_20240211,8508,3,0
935_1_20240211,8507,4,0
935_1_20240211,8506,5,0
935_1_20240211,8505,6,0
935_1_20240211,8504,7,0
935_1_20240211,8503,8,0
935_1_20240211,8502,9,0
935_1_20240211,8501,10,0
935_1_20240211,8584,11,0
935_1_20240211,8577,12,1
935_1_20240211,9559,13,1
935_1_20240211,9560,14,1
621_0_20240211,5104,0,1
621_0_20240211,4113,1,1
621_0_20240211,5102,2,1
621_0_20240211,5098,3,0
621_0_20240211,6212,4,0
621_0_20240211,6213,5,0
621_0_20240211,6214,6,0
621_0_20240211,6215,7,0
621_0_20240211,6216,8,0
621_0_20240211,6217,9,0
621_0_20240211,6218,10,0
621_0_20240211,6219,11,0
621_0_20240211,6220,12,0
621_0_20240211,6221,13,0
621_0_20240211,6222,14,0
621_0_20240211,6223,15,0
621_0_20240211,6224,16,0
621_0_20240211,6027,17,0
621_0_20240211,6028,18,0
621_0_20240211,6030,19,0
621_0_20240211,6031,20,0
621_0_20240211,6232,21,0
621_0_20240211,6234,22,0
621_0_20240211,6235,23,0
621_0_20240211,6236,24,0
621_0_20240211,6237,25,0
621_0_20240211,6238,26,0
621_0_20240211,6239,27,0
621_0_20240211,6240,28,0
621_0_20240211,6241,29,0
621_0_20240211,6242,30,0
621_0_20240211,6243,31,0
621_0_20240211,6244,32,0
621_0_20240211,6245,33,0
621_0_20240211,6246,34,1
935_0_20240211,9560,0,1
935_0_20240211,9559,1,1
935_0_20240211,9579,2,1
935_0_20240211,9583,3,0
935_0_20240211,9584,4,0
935_0_20240211,9501,5,0
935_0_20240211,9502,6,0
935_0_20240211,8511,7,1
935_0_20240211,8510,8,0
935_0_20240211,8509,9,0
935_0_20240211,8508,10,0
935_0_20240211,8507,11,0
935_0_20240211,8506,12,0
935_0_20240211,8505,13,0
935_0_20240211,8504,14,1
20_0_20240211,5500,0,1
20_0_20240211,5502,1,0
20_0_20240211,5506,2,0
20_0_20240211,5508,3,0
20_0_20240211,5510,4,0
20_0_20240211,5513,5,0
20_0_20240211,5514,6,0
20_0_20240211,5516,7,1
20_0_20240211,6562,8,0
20_0_20240211,6563,9,0
20_0_20240211,6564,10,0
20_0_20240211,6565,11,0
20_0_20240211,6566,12,0
20_0_20240211,6567,13,0
20_0_20240211,6568,14,0
20_0_20240211,6569,15,0
20_0_20240211,6570,16,0
20_0_20240211,6571,17,0
20_0_20240211,7575,18,1
20_0_20240211,6572,19,0
20_0_20240211,6023,20,0
20_0_20240211,6024,21,0
20_0_20240211,6025,22,0
20_0_20240211,6026,23,0
20_0_20240211,6224,24,1
742_1_20240211,6081,0,1
742_1_20240211,7274,1,0
742_1_20240211,7272,2,0
742_1_20240211,7271,3,0
742_1_20240211,7270,4,0
742_1_20240211,7269,5,0
742_1_20240211,7268,6,0
742_1_20240211,7267,7,0
742_1_20240211,7266,8,0
742_1_20240211,7265,9,0
742_1_20240211,7264,10,0
742_1_20240211,7263,11,0
742_1_20240211,7261,12,1
742_1_20240211,7260,13,0
742_1_20240211,7259,14,0
742_1_20240211,7258,15,0
742_1_20240211,7257,16,0
742_1_20240211,7256,17,0
742_1_20240211,7255,18,0
742_1_20240211,7253,19,0
742_1_20240211,7252,20,0
742_1_20240211,7251,21,0
742_1_20240211,7028,22,0
742_1_20240211,7027,23,0
742_1_20240211,7026,24,1
742_1_20240211,7025,25,0
742_1_20240211,7024,26,0
742_1_20240211,7023,27,0
742_1_20240211,7022,28,0
742_1_20240211,7021,29,0
742_1_20240211,7020,30,0
742_1_20240211,7019,31,0
742_1_20240211,7018,32,0
742_1_20240211,7017,33,0
742_1_20240211,7015,34,0
742_1_20240211,7014,35,0
742_1_20240211,6008,36,1
742_0_20240211,6008,0,1
742_0_20240211,6010,1,1
742_0_20240211,6014,2,0
742_0_20240211,6015,3,0
742_0_20240211,6055,4,0
742_0_20240211,6019,5,0
742_0_20240211,6021,6,0
742_0_20240211,6022,7,0
742_0_20240211,6023,8,0
742_0_20240211,6024,9,0
742_0_20240211,6025,10,0
742_0_20240211,6026,11,0
742_0_20240211,6224,12,0
742_0_20240211,6027,13,0
742_0_20240211,6028,14,0
742_0_20240211,6251,15,0
742_0_20240211,6252,16,0
742_0_20240211,6253,17,0
742_0_20240211,6254,18,0
742_0_20240211,6255,19,0
742_0_20240211,6256,20,0
742_0_20240211,6257,21,0
742_0_20240211,6258,22,0
742_0_20240211,6259,23,0
742_0_20240211,6260,24,0
742_0_20240211,6261,25,0
742_0_20240211,6262,26,0
742_0_20240211,6263,27,0
742_0_20240211,6264,28,0
742_0_20240211,6265,29,0
742_0_20240211,6266,30,0
742_0_20240211,6267,31,0
742_0_20240211,6268,32,0
742_0_20240211,6269,33,0
742_0_20240211,6270,34,0
742_0_20240211,6271,35,0
742_0_20240211,6272,36,0
742_0_20240211,6273,37,0
742_0_20240211,6274,38,0
742_0_20240211,7083,39,1
262_1_20240211,1148,0,1
262_1_20240211,1248,1,0
262_1_20240211,1150,2,0
262_1_20240211,1152,3,0
262_1_20240211,1154,4,0
262_1_20240211,1156,5,0
262_1_20240211,1158,6,0
262_1_20240211,1160,7,0
262_1_20240211,1162,8,0
262_1_20240211,1164,9,0
262_1_20240211,1166,10,0
262_1_20240211,1168,11,0
262_1_20240211,1170,12,0
262_1_20240211,1172,13,0
262_1_20240211,1174,14,0
262_1_20240211,1176,15,0
262_1_20240211,1180,16,1
262_1_20240211,1182,17,0
262_1_20240211,1184,18,0
262_1_20240211,1186,19,0
262_1_20240211,1188,20,0
262_1_20240211,1190,21,0
262_1_20240211,1192,22,0
262_1_20240211,1194,23,0
262_1_20240211,1005,24,1
667_0_20240211,5328,0,1
667_0_20240211,5329,1,0
667_0_20240211,5330,2,0
667_0_20240211,5331,3,0
667_0_20240211,5332,4,0
667_0_20240211,4332,5,1
667_0_20240211,4331,6,0
667_0_20240211,5341,7,0
667_0_20240211,5342,8,0
667_0_20240211,5343,9,0
667_0_20240211,5344,10,0
667_0_20240211,5345,11,0
667_0_20240211,5346,12,0
667_0_20240211,5347,13,0
667_0_20240211,5348,14,0
667_0_20240211,5349,15,0
667_0_20240211,5350,16,0
667_0_20240211,5351,17,0
667_0_20240211,4352,18,1
667_1_20240211,4352,0,1
667_1_20240211,4351,1,0
667_1_20240211,4350,2,0
667_1_20240211,4349,3,0
667_1_20240211,4348,4,0
667_1_20240211,4347,5,0
667_1_20240211,4346,6,0
667_1_20240211,4345,7,0
667_1_20240211,4344,8,0
667_1_20240211,4343,9,0
667_1_20240211,4342,10,0
667_1_20240211,4341,11,0
667_1_20240211,5328,12,0
667_1_20240211,5329,13,0
667_1_20240211,5330,14,0
667_1_20240211,5331,15,0
667_1_20240211,5332,16,0
667_1_20240211,4332,17,1
39_1_20240211,6960,0,1
39_1_20240211,6133,1,0
39_1_20240211,6134,2,0
39_1_20240211,7157,3,0
39_1_20240211,7156,4,0
39_1_20240211,7155,5,0
39_1_20240211,7153,6,1
39_1_20240211,6100,7,0
39_1_20240211,6101,8,0
39_1_20240211,6140,9,0
39_1_20240211,6141,10,0
39_1_20240211,6142,11,0
39_1_20240211,6143,12,0
39_1_20240211,6144,13,0
39_1_20240211,6145,14,0
39_1_20240211,6146,15,0
39_1_20240211,7796,16,0
39_1_20240211,7795,17,0
39_1_20240211,7794,18,0
39_1_20240211,7793,19,0
39_1_20240211,7792,20,0
39_1_20240211,7791,21,0
39_1_20240211,7718,22,1
39_1_20240211,7716,23,0
39_1_20240211,7715,24,0
39_1_20240211,7714,25,0
39_1_20240211,7713,26,0
39_1_20240211,7712,27,0
39_1_20240211,7711,28,0
39_1_20240211,7709,29,0
39_1_20240211,7708,30,0
39_1_20240211,5008,31,0
39_1_20240211,5010,32,0
39_1_20240211,5012,33,0
39_1_20240211,5011,34,0
39_1_20240211,5016,35,1
300_1_20240211,2790,0,1
300_1_20240211,2702,1,0
300_1_20240211,2142,2,0
300_1_20240211,2144,3,0
300_1_20240211,2146,4,0
300_1_20240211,2148,5,0
300_1_20240211,2150,6,0
300_1_20240211,2152,7,0
300_1_20240211,2154,8,0
300_1_20240211,2156,9,0
300_1_20240211,2158,10,0
300_1_20240211,2160,11,0
300_1_20240211,2162,12,0
300_1_20240211,2164,13,0
300_1_20240211,2166,14,0
300_1_20240211,2168,15,0
300_1_20240211,2170,16,0
300_1_20240211,2172,17,0
300_1_20240211,2174,18,0
300_1_20240211,2176,19,0
300_1_20240211,2178,20,0
300_1_20240211,2005,21,0
300_1_20240211,2006,22,0
300_1_20240211,2008,23,0
300_1_20240211,2800,24,0
300_1_20240211,2802,25,0
300_1_20240211,2804,26,0
300_1_20240211,2806,27,0
300_1_20240211,2808,28,0
300_1_20240211,2810,29,0
300_1_20240211,2812,30,0
300_1_20240211,2814,31,0
300_1_20240211,2816,32,0
300_1_20240211,2906,33,0
300_1_20240211,2908,34,0
300_1_20240211,2910,35,0
300_1_20240211,2911,36,0
300_1_20240211,2842,37,1
300_0_20240211,2842,0,1
300_0_20240211,2913,1,0
300_0_20240211,2950,2,0
300_0_20240211,2952,3,0
300_0_20240211,2866,4,0
300_0_20240211,2868,5,0
300_0_20240211,2870,6,0
300_0_20240211,2872,7,0
300_0_20240211,2874,8,0
300_0_20240211,2876,9,0
300_0_20240211,2878,10,0
300_0_20240211,2880,11,0
300_0_20240211,2028,12,1
300_0_20240211,2030,13,0
300_0_20240211,2100,14,0
300_0_20240211,2102,15,0
300_0_20240211,2104,16,0
300_0_20240211,2105,17,0
300_0_20240211,2106,18,0
300_0_20240211,2108,19,0
300_0_20240211,2110,20,0
300_0_20240211,2112,21,0
300_0_20240211,2114,22,0
300_0_20240211,2116,23,0
300_0_20240211,2118,24,0
300_0_20240211,2120,25,0
300_0_20240211,2122,26,0
300_0_20240211,2124,27,1
300_0_20240211,2126,28,0
300_0_20240211,2128,29,0
300_0_20240211,2778,30,0
300_0_20240211,2780,31,0
300_0_20240211,2790,32,1
764_1_20240211,4332,0,1
764_1_20240211,4331,1,0
764_1_20240211,4330,2,0
764_1_20240211,4329,3,0
764_1_20240211,4328,4,0
764_1_20240211,4327,5,0
764_1_20240211,4326,6,0
764_1_20240211,4325,7,0
764_1_20240211,4324,8,0
764_1_20240211,4323,9,0
764_1_20240211,4322,10,0
764_1_20240211,4321,11,0
764_1_20240211,4320,12,0
764_1_20240211,4319,13,0
764_1_20240211,4317,14,0
764_1_20240211,4316,15,0
764_1_20240211,4315,16,0
764_1_20240211,4314,17,0
764_1_20240211,4313,18,0
764_1_20240211,4312,19,0
764_1_20240211,4311,20,0
764_1_20240211,5098,21,0
764_1_20240211,6012,22,0
764_1_20240211,6013,23,0
764_1_20240211,6010,24,1
154_0_20240211,9001,0,1
154_0_20240211,9090,1,0
154_0_20240211,9092,2,0
154_0_20240211,9093,3,0
154_0_20240211,8099,4,1
154_0_20240211,8094,5,0
154_0_20240211,8098,6,0
154_0_20240211,8097,7,0
154_0_20240211,8096,8,1
154_0_20240211,8093,9,0
154_0_20240211,8091,10,0
154_0_20240211,8092,11,0
154_0_20240211,8090,12,0
154_0_20240211,8003,13,0
154_0_20240211,8002,14,0
154_0_20240211,9001,15,1
154_0_20240211,8120,16,1
154_0_20240211,9135,17,1
154_0_20240211,9136,18,1
154_0_20240211,8152,19,1
154_0_20240211,8161,20,1
154_0_20240211,9197,21,1
154_0_20240211,9199,22,1
39_0_20240211,6001,0,1
39_0_20240211,5502,1,0
39_0_20240211,5506,2,0
39_0_20240211,5508,3,0
39_0_20240211,5510,4,0
39_0_20240211,6708,5,0
39_0_20240211,6710,6,0
39_0_20240211,6711,7,0
39_0_20240211,6712,8,0
39_0_20240211,6713,9,0
39_0_20240211,6714,10,0
39_0_20240211,6715,11,0
39_0_20240211,6716,12,0
39_0_20240211,6718,13,0
39_0_20240211,6719,14,1
39_0_20240211,6791,15,0
39_0_20240211,6792,16,0
39_0_20240211,6793,17,0
39_0_20240211,6794,18,0
39_0_20240211,6796,19,0
39_0_20240211,7146,20,0
39_0_20240211,7145,21,0
39_0_20240211,7144,22,0
39_0_20240211,7143,23,0
39_0_20240211,7142,24,0
39_0_20240211,7141,25,0
39_0_20240211,7140,26,0
39_0_20240211,7101,27,0
39_0_20240211,7100,28,0
39_0_20240211,6153,29,1
39_0_20240211,6155,30,0
39_0_20240211,6156,31,0
39_0_20240211,6157,32,0
39_0_20240211,6960,33,1
444_0_20240211,2032,0,1
444_0_20240211,2781,1,0
444_0_20240211,2500,2,0
444_0_20240211,2501,3,0
444_0_20240211,2503,4,0
444_0_20240211,2742,5,0
444_0_20240211,2521,6,0
444_0_20240211,2523,7,0
444_0_20240211,2610,8,0
444_0_20240211,2505,9,0
444_0_20240211,2612,10,0
444_0_20240211,2613,11,0
444_0_20240211,2616,12,0
444_0_20240211,2617,13,0
444_0_20240211,2511,14,0
444_0_20240211,2619,15,0
444_0_20240211,2531,16,0
444_0_20240211,2533,17,0
444_0_20240211,2515,18,0
444_0_20240211,2517,19,0
444_0_20240211,2529,20,1
421_0_20240211,3938,0,1
421_0_20240211,2100,1,0
421_0_20240211,2102,2,0
421_0_20240211,2104,3,0
421_0_20240211,2105,4,0
421_0_20240211,2106,5,0
421_0_20240211,2108,6,0
421_0_20240211,2316,7,0
421_0_20240211,2318,8,0
421_0_20240211,2320,9,0
421_0_20240211,2324,10,0
421_0_20240211,2326,11,0
421_0_20240211,2328,12,0
421_0_20240211,2330,13,0
421_0_20240211,2332,14,0
421_0_20240211,2334,15,0
421_0_20240211,2336,16,0
421_0_20240211,2338,17,0
421_0_20240211,2340,18,0
421_0_20240211,2342,19,0
421_0_20240211,2112,20,0
421_0_20240211,2114,21,0
421_0_20240211,2116,22,0
421_0_20240211,2118,23,0
421_0_20240211,2120,24,0
421_0_20240211,2122,25,0
421_0_20240211,2124,26,0
421_0_20240211,2125,27,0
421_0_20240211,2126,28,0
421_0_20240211,2128,29,0
421_0_20240211,2130,30,0
421_0_20240211,2132,31,0
421_0_20240211,2134,32,0
421_0_20240211,2136,33,0
421_0_20240211,2138,34,0
421_0_20240211,2140,35,1
444_1_20240211,2529,0,1
444_1_20240211,2517,1,0
444_1_20240211,2515,2,0
444_1_20240211,2533,3,0
444_1_20240211,2531,4,0
444_1_20240211,2511,5,0
444_1_20240211,2511,6,1
444_1_20240211,2622,7,0
444_1_20240211,2623,8,0
444_1_20240211,2535,9,0
444_1_20240211,2627,10,0
444_1_20240211,2628,11,0
444_1_20240211,2629,12,0
444_1_20240211,2751,13,0
444_1_20240211,2503,14,0
444_1_20240211,2501,15,0
444_1_20240211,2596,16,0
444_1_20240211,2783,17,0
444_1_20240211,2032,18,1
715_1_20240211,7338,0,1
715_1_20240211,7337,1,0
715_1_20240211,7336,2,0
715_1_20240211,7334,3,0
715_1_20240211,7333,4,0
715_1_20240211,7332,5,0
715_1_20240211,7330,6,0
715_1_20240211,7328,7,0
715_1_20240211,7327,8,0
715_1_20240211,7224,9,0
715_1_20240211,7223,10,0
715_1_20240211,7222,11,0
715_1_20240211,7221,12,0
715_1_20240211,7220,13,0
715_1_20240211,7219,14,0
715_1_20240211,7218,15,0
715_1_20240211,7217,16,0
715_1_20240211,7216,17,0
715_1_20240211,7215,18,0
715_1_20240211,6008,19,1
715_1_20240211,6010,20,1
429_0_20240211,2031,0,1
429_0_20240211,2786,1,0
429_0_20240211,2788,2,0
429_0_20240211,2789,3,0
429_0_20240211,2777,4,0
429_0_20240211,2771,5,0
429_0_20240211,2702,6,0
429_0_20240211,2142,7,0
429_0_20240211,2130,8,0
429_0_20240211,2132,9,0
429_0_20240211,2134,10,0
429_0_20240211,2136,11,0
429_0_20240211,2138,12,0
429_0_20240211,2140,13,0
429_0_20240211,2144,14,0
429_0_20240211,2704,15,0
429_0_20240211,2706,16,0
429_0_20240211,2530,17,1
753_0_20240211,6553,0,1
753_0_20240211,7223,1,0
753_0_20240211,7222,2,0
753_0_20240211,7221,3,0
753_0_20240211,7220,4,0
753_0_20240211,7219,5,0
753_0_20240211,7218,6,0
753_0_20240211,7217,7,0
753_0_20240211,7216,8,0
753_0_20240211,7215,9,0
753_0_20240211,7214,10,0
753_0_20240211,7213,11,0
753_0_20240211,7212,12,0
753_0_20240211,6509,13,0
753_0_20240211,5016,14,1
730_0_20240211,6008,0,1
730_0_20240211,6014,1,0
730_0_20240211,6015,2,0
730_0_20240211,6417,3,0
730_0_20240211,6418,4,0
730_0_20240211,6419,5,0
730_0_20240211,6125,6,0
730_0_20240211,6126,7,0
730_0_20240211,6127,8,0
730_0_20240211,6128,9,0
730_0_20240211,6129,10,0
730_0_20240211,6131,11,0
730_0_20240211,6132,12,0
730_0_20240211,6133,13,0
730_0_20240211,6134,14,0
730_0_20240211,6158,15,1
617_0_20240211,5311,0,1
617_0_20240211,4113,1,1
617_0_20240211,5102,2,1
617_0_20240211,5914,3,0
617_0_20240211,5915,4,0
617_0_20240211,5916,5,0
617_0_20240211,5917,6,0
617_0_20240211,5918,7,0
617_0_20240211,5319,8,0
617_0_20240211,5320,9,0
617_0_20240211,5321,10,0
617_0_20240211,5322,11,0
617_0_20240211,5323,12,0
617_0_20240211,5324,13,0
617_0_20240211,5325,14,0
617_0_20240211,5326,15,0
617_0_20240211,5327,16,0
617_0_20240211,5328,17,0
617_0_20240211,5329,18,0
617_0_20240211,5330,19,0
617_0_20240211,5331,20,0
617_0_20240211,5332,21,1
27_1_20240211,6730,0,1
27_1_20240211,6732,1,0
27_1_20240211,7755,2,0
27_1_20240211,7754,3,0
27_1_20240211,7753,4,0
27_1_20240211,7752,5,0
27_1_20240211,7751,6,0
27_1_20240211,7750,7,0
27_1_20240211,7749,8,0
27_1_20240211,7748,9,0
27_1_20240211,6746,10,1
27_1_20240211,7915,11,0
27_1_20240211,7914,12,0
27_1_20240211,7913,13,0
27_1_20240211,7912,14,0
27_1_20240211,7911,15,0
27_1_20240211,7910,16,0
27_1_20240211,5515,17,0
27_1_20240211,5006,18,0
27_1_20240211,5008,19,0
27_1_20240211,5010,20,0
27_1_20240211,5012,21,0
27_1_20240211,5011,22,0
27_1_20240211,5016,23,1
